"","Id","Day","Month","Year","Date","Rented.Bike.Count","Hour","Temperature","Humidity","Wind.Speed","Visibility","Dew.Point.Temperature","Solar.Radiation","Rainfall","Snowfall","Season","Holiday","Functioning.Day","mout","res.km.cluster"
"2688",2688,"22","3","2018","22/03/2018",428,"23",3.4,69,1.1,895,-1.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2689",2689,"23","3","2018","23/03/2018",335,"0",2.9,72,1.3,903,-1.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2690",2690,"23","3","2018","23/03/2018",283,"1",2.5,75,1.5,786,-1.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2691",2691,"23","3","2018","23/03/2018",216,"2",2.2,80,1.4,615,-0.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2692",2692,"23","3","2018","23/03/2018",128,"3",1.9,81,1.1,525,-1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2693",2693,"23","3","2018","23/03/2018",92,"4",2,80,0.8,474,-1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2694",2694,"23","3","2018","23/03/2018",95,"5",2.2,79,0.8,553,-1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2695",2695,"23","3","2018","23/03/2018",243,"6",2.3,80,0.7,546,-0.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2696",2696,"23","3","2018","23/03/2018",661,"7",2.5,79,1.4,536,-0.7,0.01,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2697",2697,"23","3","2018","23/03/2018",1216,"8",2.6,77,1.3,567,-1,0.21,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2698",2698,"23","3","2018","23/03/2018",664,"9",3.3,72,1.4,618,-1.2,0.61,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2699",2699,"23","3","2018","23/03/2018",461,"10",5.4,64,1.6,637,-0.8,1.7,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2700",2700,"23","3","2018","23/03/2018",584,"11",7.1,50,1.7,799,-2.6,2.24,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2701",2701,"23","3","2018","23/03/2018",690,"12",9.3,37,2.3,940,-4.6,2.72,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2702",2702,"23","3","2018","23/03/2018",682,"13",10.9,36,2.1,1073,-3.6,2.87,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2703",2703,"23","3","2018","23/03/2018",758,"14",12.4,33,2.9,811,-3.4,2.71,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2704",2704,"23","3","2018","23/03/2018",849,"15",12.1,30,3,1120,-4.9,2.41,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2705",2705,"23","3","2018","23/03/2018",901,"16",12.2,24,2.8,1655,-7.8,1.98,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2706",2706,"23","3","2018","23/03/2018",1108,"17",11.2,27,3.5,1585,-7.1,1.19,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2707",2707,"23","3","2018","23/03/2018",1611,"18",9.7,36,3.6,948,-4.6,0.37,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2708",2708,"23","3","2018","23/03/2018",932,"19",8.3,48,3,779,-2,0.06,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2709",2709,"23","3","2018","23/03/2018",724,"20",6.7,48,2.6,774,-3.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2710",2710,"23","3","2018","23/03/2018",676,"21",5.8,60,2.2,650,-1.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2711",2711,"23","3","2018","23/03/2018",638,"22",5.3,63,1.8,591,-1.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2712",2712,"23","3","2018","23/03/2018",422,"23",5,42,1.7,717,-6.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2713",2713,"24","3","2018","24/03/2018",403,"0",4.7,46,1.7,746,-5.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2714",2714,"24","3","2018","24/03/2018",360,"1",4.7,51,1.1,728,-4.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2715",2715,"24","3","2018","24/03/2018",305,"2",5,50,1.7,669,-4.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2716",2716,"24","3","2018","24/03/2018",197,"3",5,51,0.8,659,-4.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2717",2717,"24","3","2018","24/03/2018",122,"4",5.1,54,1.2,550,-3.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2718",2718,"24","3","2018","24/03/2018",82,"5",4.7,54,1.3,543,-3.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2719",2719,"24","3","2018","24/03/2018",113,"6",4.2,50,0.6,633,-5.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2720",2720,"24","3","2018","24/03/2018",198,"7",4,54,0.9,587,-4.4,0.01,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2721",2721,"24","3","2018","24/03/2018",424,"8",4.5,49,0.4,580,-5.3,0.19,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2722",2722,"24","3","2018","24/03/2018",456,"9",6.5,40,2.5,588,-6.1,0.69,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2723",2723,"24","3","2018","24/03/2018",494,"10",7.2,43,1.5,559,-4.5,0.42,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2724",2724,"24","3","2018","24/03/2018",589,"11",9,56,2,399,0.6,1.11,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2725",2725,"24","3","2018","24/03/2018",806,"12",10.6,52,3.1,390,1.1,2.27,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2726",2726,"24","3","2018","24/03/2018",880,"13",12.4,50,2.5,379,2.2,2.48,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2727",2727,"24","3","2018","24/03/2018",855,"14",12.7,55,3.4,378,3.8,2.42,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2728",2728,"24","3","2018","24/03/2018",1025,"15",12.4,58,4.1,404,4.3,2.26,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2729",2729,"24","3","2018","24/03/2018",947,"16",12.3,61,3.4,359,4.9,1.82,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2730",2730,"24","3","2018","24/03/2018",916,"17",11.1,66,4.2,367,4.9,1.18,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2731",2731,"24","3","2018","24/03/2018",736,"18",9,76,3,288,4.9,0.45,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2732",2732,"24","3","2018","24/03/2018",521,"19",7.7,80,2.8,234,4.4,0.05,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2733",2733,"24","3","2018","24/03/2018",513,"20",7.1,83,3.3,203,4.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2734",2734,"24","3","2018","24/03/2018",487,"21",6.7,84,2.8,193,4.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2735",2735,"24","3","2018","24/03/2018",460,"22",6.5,85,2.3,167,4.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2736",2736,"24","3","2018","24/03/2018",354,"23",6.4,85,2.3,155,4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2737",2737,"25","3","2018","25/03/2018",372,"0",6.4,84,1.4,171,3.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2738",2738,"25","3","2018","25/03/2018",267,"1",6.4,82,1.2,186,3.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2739",2739,"25","3","2018","25/03/2018",195,"2",6,82,1.3,198,3.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2740",2740,"25","3","2018","25/03/2018",139,"3",5.5,83,0.9,186,2.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2741",2741,"25","3","2018","25/03/2018",90,"4",5.3,82,1,200,2.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2742",2742,"25","3","2018","25/03/2018",60,"5",5,83,0.7,200,2.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2743",2743,"25","3","2018","25/03/2018",71,"6",4.6,84,0.7,193,2.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2744",2744,"25","3","2018","25/03/2018",137,"7",4.7,82,1.3,198,1.8,0.02,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2745",2745,"25","3","2018","25/03/2018",225,"8",5,79,1.1,203,1.6,0.23,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2746",2746,"25","3","2018","25/03/2018",331,"9",6.3,73,1.3,218,1.8,0.79,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2747",2747,"25","3","2018","25/03/2018",359,"10",8.4,65,1.8,229,2.1,1.67,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2748",2748,"25","3","2018","25/03/2018",466,"11",10.7,56,2,261,2.2,2.27,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2749",2749,"25","3","2018","25/03/2018",626,"12",12.7,45,1.3,321,1,2.63,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2750",2750,"25","3","2018","25/03/2018",784,"13",14.6,38,1.9,315,0.4,2.75,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2751",2751,"25","3","2018","25/03/2018",882,"14",16.1,37,2.4,315,1.3,2.62,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2752",2752,"25","3","2018","25/03/2018",960,"15",16.7,38,3.1,265,2.2,2.27,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2753",2753,"25","3","2018","25/03/2018",1031,"16",16.5,39,3.1,366,2.4,1.91,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2754",2754,"25","3","2018","25/03/2018",911,"17",15.8,40,2.3,481,2.2,1.28,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2755",2755,"25","3","2018","25/03/2018",768,"18",14.4,44,2.7,596,2.2,0.6,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2756",2756,"25","3","2018","25/03/2018",571,"19",12.6,59,2.5,384,4.7,0.08,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2757",2757,"25","3","2018","25/03/2018",502,"20",10.7,70,2.8,236,5.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2758",2758,"25","3","2018","25/03/2018",456,"21",9.8,74,2.2,219,5.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2759",2759,"25","3","2018","25/03/2018",424,"22",8.8,79,2,203,5.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2760",2760,"25","3","2018","25/03/2018",336,"23",8,82,1.3,196,5.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2761",2761,"26","3","2018","26/03/2018",244,"0",7.1,84,2.3,185,4.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2762",2762,"26","3","2018","26/03/2018",185,"1",6.3,87,1.8,153,4.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2763",2763,"26","3","2018","26/03/2018",93,"2",5.4,95,1.5,89,4.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2764",2764,"26","3","2018","26/03/2018",62,"3",5.5,96,1.6,72,4.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2765",2765,"26","3","2018","26/03/2018",65,"4",5.5,96,2,53,4.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2770",2770,"26","3","2018","26/03/2018",540,"9",7.6,82,0.7,147,4.7,0.55,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2771",2771,"26","3","2018","26/03/2018",415,"10",10,70,1,187,4.7,1.57,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2772",2772,"26","3","2018","26/03/2018",422,"11",12.6,60,2.4,281,5,2.23,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2773",2773,"26","3","2018","26/03/2018",492,"12",14.6,53,2.5,348,5.1,2.65,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2774",2774,"26","3","2018","26/03/2018",504,"13",16,47,2.5,459,4.6,2.8,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2775",2775,"26","3","2018","26/03/2018",575,"14",17.4,39,2.9,520,3.2,2.7,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2776",2776,"26","3","2018","26/03/2018",604,"15",17.6,33,3.6,985,1.1,2.44,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2777",2777,"26","3","2018","26/03/2018",819,"16",17.7,33,3.4,897,1.2,1.96,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2778",2778,"26","3","2018","26/03/2018",925,"17",17.1,31,3.3,1075,-0.1,1.33,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2779",2779,"26","3","2018","26/03/2018",1477,"18",16,33,2.9,1138,-0.2,0.6,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2780",2780,"26","3","2018","26/03/2018",1031,"19",14.3,37,3.1,1247,-0.2,0.1,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2781",2781,"26","3","2018","26/03/2018",835,"20",12.9,42,2.8,1047,0.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",1
"2782",2782,"26","3","2018","26/03/2018",798,"21",11.6,54,1.5,693,2.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2783",2783,"26","3","2018","26/03/2018",662,"22",10.7,58,1.4,600,2.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2784",2784,"26","3","2018","26/03/2018",447,"23",9.8,62,0.6,535,2.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2785",2785,"27","3","2018","27/03/2018",380,"0",9,68,1.1,426,3.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2786",2786,"27","3","2018","27/03/2018",278,"1",8.7,70,0.9,398,3.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2787",2787,"27","3","2018","27/03/2018",163,"2",8.3,70,0.8,394,3.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2788",2788,"27","3","2018","27/03/2018",127,"3",8.1,71,0.9,378,3.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2789",2789,"27","3","2018","27/03/2018",95,"4",7.8,70,0.3,395,2.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2790",2790,"27","3","2018","27/03/2018",110,"5",8,63,0.8,439,1.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2791",2791,"27","3","2018","27/03/2018",231,"6",8.1,66,0.6,415,2.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2792",2792,"27","3","2018","27/03/2018",705,"7",8.5,67,0.7,475,2.7,0.02,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2793",2793,"27","3","2018","27/03/2018",1201,"8",9.3,62,0.6,519,2.3,0.25,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2794",2794,"27","3","2018","27/03/2018",699,"9",11.6,51,0.8,498,1.7,0.84,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2795",2795,"27","3","2018","27/03/2018",462,"10",13.9,40,0.8,586,0.5,1.6,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2796",2796,"27","3","2018","27/03/2018",560,"11",15.8,40,1.9,647,2.2,1.95,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2797",2797,"27","3","2018","27/03/2018",586,"12",16.7,47,2.4,620,5.3,1.76,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2798",2798,"27","3","2018","27/03/2018",563,"13",18.6,46,2.1,642,6.7,2.54,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2799",2799,"27","3","2018","27/03/2018",618,"14",19.4,45,2,624,7.1,2.05,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2800",2800,"27","3","2018","27/03/2018",636,"15",19.9,45,2.7,676,7.6,1.79,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2801",2801,"27","3","2018","27/03/2018",774,"16",19.5,50,3.4,613,8.7,1.6,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2802",2802,"27","3","2018","27/03/2018",960,"17",18.4,54,3.2,605,8.9,1.05,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2803",2803,"27","3","2018","27/03/2018",1521,"18",16.8,60,3.1,580,8.9,0.46,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2804",2804,"27","3","2018","27/03/2018",1020,"19",15,67,2.6,452,8.9,0.07,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2805",2805,"27","3","2018","27/03/2018",864,"20",13.9,72,2.4,385,8.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2806",2806,"27","3","2018","27/03/2018",866,"21",13.4,73,1.5,325,8.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2807",2807,"27","3","2018","27/03/2018",764,"22",12.9,75,1.3,326,8.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2808",2808,"27","3","2018","27/03/2018",527,"23",12.4,74,1.5,356,7.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2809",2809,"28","3","2018","28/03/2018",400,"0",12,76,0.8,346,7.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2810",2810,"28","3","2018","28/03/2018",337,"1",11.6,74,1.2,374,7.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2811",2811,"28","3","2018","28/03/2018",225,"2",11.5,75,1.9,399,7.2,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2812",2812,"28","3","2018","28/03/2018",150,"3",10.9,79,0.8,383,7.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2813",2813,"28","3","2018","28/03/2018",104,"4",10.6,77,0.9,422,6.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2814",2814,"28","3","2018","28/03/2018",107,"5",10.2,80,0.8,366,6.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2815",2815,"28","3","2018","28/03/2018",258,"6",9.6,84,0.7,301,7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2816",2816,"28","3","2018","28/03/2018",741,"7",9.6,82,1.1,284,6.6,0.04,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2817",2817,"28","3","2018","28/03/2018",1353,"8",10.3,77,0.7,341,6.4,0.37,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2818",2818,"28","3","2018","28/03/2018",723,"9",12.4,66,1,546,6.2,0.91,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2819",2819,"28","3","2018","28/03/2018",494,"10",14.7,62,2.9,684,7.4,1.59,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2820",2820,"28","3","2018","28/03/2018",588,"11",15.6,60,3.7,817,7.8,1.44,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2821",2821,"28","3","2018","28/03/2018",629,"12",16.5,57,3.8,881,7.9,1.55,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2822",2822,"28","3","2018","28/03/2018",723,"13",17.5,54,3.1,1065,8,1.63,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2823",2823,"28","3","2018","28/03/2018",698,"14",18.6,46,4.4,1664,6.7,2.14,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2824",2824,"28","3","2018","28/03/2018",785,"15",18.2,45,4.1,1908,6,1.86,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2825",2825,"28","3","2018","28/03/2018",943,"16",18.3,43,4.3,1931,5.4,1.3,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2826",2826,"28","3","2018","28/03/2018",1221,"17",17.6,45,4.2,1947,5.5,0.7,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2827",2827,"28","3","2018","28/03/2018",1839,"18",17,53,3.1,1855,7.3,0.35,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2828",2828,"28","3","2018","28/03/2018",1288,"19",16,60,2.8,1436,8.2,0.06,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2829",2829,"28","3","2018","28/03/2018",1133,"20",15.2,65,2.2,988,8.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2830",2830,"28","3","2018","28/03/2018",1035,"21",14.2,70,0.8,723,8.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2831",2831,"28","3","2018","28/03/2018",907,"22",13.6,73,2,644,8.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2832",2832,"28","3","2018","28/03/2018",614,"23",13.5,74,1.2,603,8.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2833",2833,"29","3","2018","29/03/2018",466,"0",13.4,77,1.5,537,9.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2834",2834,"29","3","2018","29/03/2018",390,"1",13,81,1.9,484,9.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2835",2835,"29","3","2018","29/03/2018",254,"2",12.9,83,1.6,369,10,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2836",2836,"29","3","2018","29/03/2018",170,"3",12.7,80,0.4,384,9.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2837",2837,"29","3","2018","29/03/2018",109,"4",12.8,81,0.2,418,9.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2838",2838,"29","3","2018","29/03/2018",106,"5",12.7,83,0.8,392,9.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2839",2839,"29","3","2018","29/03/2018",274,"6",12.6,83,0.5,332,9.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2840",2840,"29","3","2018","29/03/2018",781,"7",12.8,82,0.6,370,9.7,0.01,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2841",2841,"29","3","2018","29/03/2018",1281,"8",13.3,80,1.2,369,9.9,0.14,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2842",2842,"29","3","2018","29/03/2018",757,"9",13.5,79,1.9,382,9.9,0.2,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2843",2843,"29","3","2018","29/03/2018",482,"10",15,69,1.5,552,9.3,1.02,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2844",2844,"29","3","2018","29/03/2018",583,"11",16.1,63,1.2,555,9,1.08,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2845",2845,"29","3","2018","29/03/2018",714,"12",18.2,55,2.3,594,9,2.24,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2846",2846,"29","3","2018","29/03/2018",716,"13",19.5,48,1.9,596,8.1,2.32,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2847",2847,"29","3","2018","29/03/2018",711,"14",20.2,47,2.4,541,8.5,2.3,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2848",2848,"29","3","2018","29/03/2018",781,"15",20.8,42,3.1,576,7.4,2.1,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2849",2849,"29","3","2018","29/03/2018",957,"16",20.7,38,2.2,741,5.8,1.63,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2850",2850,"29","3","2018","29/03/2018",1194,"17",20.3,48,2.8,635,8.9,1.14,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2851",2851,"29","3","2018","29/03/2018",1776,"18",19.1,47,2.4,942,7.5,0.57,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2852",2852,"29","3","2018","29/03/2018",1260,"19",17.5,61,2.2,758,9.8,0.11,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2853",2853,"29","3","2018","29/03/2018",1079,"20",15.6,64,2.7,686,8.8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2854",2854,"29","3","2018","29/03/2018",1046,"21",14.4,66,1.7,677,8.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2855",2855,"29","3","2018","29/03/2018",949,"22",13.3,71,2.1,581,8.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2856",2856,"29","3","2018","29/03/2018",614,"23",12.7,75,1.6,475,8.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2857",2857,"30","3","2018","30/03/2018",490,"0",11.8,78,0.6,438,8,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2858",2858,"30","3","2018","30/03/2018",401,"1",11.4,77,0.7,466,7.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2859",2859,"30","3","2018","30/03/2018",261,"2",10.8,72,0.4,639,5.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2860",2860,"30","3","2018","30/03/2018",184,"3",10.3,68,0.7,887,4.6,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2861",2861,"30","3","2018","30/03/2018",115,"4",9.9,67,1.1,820,4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2862",2862,"30","3","2018","30/03/2018",117,"5",10.4,62,1.8,911,3.4,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2863",2863,"30","3","2018","30/03/2018",284,"6",10.3,70,1.2,555,5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2864",2864,"30","3","2018","30/03/2018",747,"7",10.5,70,1.1,483,5.2,0.04,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2865",2865,"30","3","2018","30/03/2018",1406,"8",11.5,60,1.6,550,3.9,0.42,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2866",2866,"30","3","2018","30/03/2018",772,"9",13.7,46,1.3,972,2.2,1.08,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2867",2867,"30","3","2018","30/03/2018",583,"10",16,29,1.4,1708,-2,1.79,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2868",2868,"30","3","2018","30/03/2018",739,"11",17.8,26,2.6,1822,-1.9,2.37,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2869",2869,"30","3","2018","30/03/2018",939,"12",19.1,26,1.6,1704,-0.8,2.73,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2870",2870,"30","3","2018","30/03/2018",860,"13",20.3,27,1.4,1464,0.6,2.87,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2871",2871,"30","3","2018","30/03/2018",965,"14",21,28,2.8,1191,1.7,2.75,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2872",2872,"30","3","2018","30/03/2018",1068,"15",21.8,28,2.3,1162,2.4,2.4,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2873",2873,"30","3","2018","30/03/2018",1156,"16",20.7,36,3.6,811,5,1.82,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2874",2874,"30","3","2018","30/03/2018",1460,"17",19.4,45,2.9,778,7.1,1.13,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2875",2875,"30","3","2018","30/03/2018",1935,"18",17.4,57,3.1,657,8.7,0.52,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2876",2876,"30","3","2018","30/03/2018",1268,"19",15.2,60,3.2,1081,7.4,0.09,0,0,"Spring","No Holiday","Yes","NoMOut",3
"2877",2877,"30","3","2018","30/03/2018",1045,"20",14.3,63,2.6,936,7.3,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2878",2878,"30","3","2018","30/03/2018",948,"21",13.7,73,1.8,658,8.9,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2879",2879,"30","3","2018","30/03/2018",880,"22",12.7,76,1.5,521,8.5,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2880",2880,"30","3","2018","30/03/2018",678,"23",12.1,77,1.4,540,8.1,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
"2881",2881,"31","3","2018","31/03/2018",537,"0",11.7,77,1.3,588,7.7,0,0,0,"Spring","No Holiday","Yes","NoMOut",2
